geo_key,name,bndry_chg,acres,hu_10,pc_own_10,tot_pop_10,pc_un5_10,pc_un18_10,pc_ov64_10,pc_wht_10,pc_afrm_10,pc_asn_10,pc_othm_10,pc_hisp_10,hh_10,fam_10,pc_fmwc_10,pc_fhwc_10,du_cty,asst_unts,du_cmps,yrblt_mdn,foreclsr,prd_viol,avg_huval,sqft_val,crm_pers,crm_prop,crm_scty,crash,pc_vterm,pc_appr,pc_krdy,pc_nhsg,pc_clgg,pc_hmbl,pc_frlu,medhhinc,fam_pov,pc_unem,gds_svcs,pc_trst,trst_trps,pc_ownvh,avg_stcnd
130,Wisconsin Co-op Housing Association,No,74,156,96.5,355,1.9,21.2,16.2,91.9,0.4,2.9,3.3,1.4,152,104,28.3,5,177,1,0,1951,3,2,205973,127,0,3,0,0,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,None,100,553,N/A,6
166,Glacier Ridge Neighborhood Association,No,195,576,86.4,1385,11.1,27.9,2.7,83.3,2.8,8.1,1.6,4.3,550,363,39.7,3.1,579,0,0,2002,8,4,240105,117,0,10,2,5,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,None,6.8,0,N/A,7.5
153,Burr Oaks Neighborhood Association,No,249,768,19.9,1744,9.7,30.4,3.8,20.1,19.1,22.2,4.6,34,645,362,35.3,13.4,880,121,0,1962,10,76,156427,100,64,130,283,155,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",99.9,1885,N/A,6.5
91,Lake View Hill Neighborhood Association,No,246,514,71.9,1192,5.5,22,12.9,69.4,15.2,3.8,2.7,8.9,482,314,26.1,6.9,516,13,0,1961,4,15,170915,97,15,59,81,21,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"G,C",82.2,504,N/A,6.8
108,Worthington Park Neighborhood Association,No,48,288,22.8,701,11.5,38.6,2.5,30.7,47,9.2,3.6,9.5,247,156,45.8,30.1,247,52,0,1959,0,16,119198,115,21,34,109,17,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,C",98.1,1294,N/A,6.2
110,McClellan Park Neighborhood Association,No,550,1020,64.5,2227,9,22.3,21.1,81.7,6.7,3.9,3.7,4,920,518,27.5,5.2,1100,5,0,2005,14,7,232081,119,2,31,18,9,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,B,2.7,0,N/A,7.9
114,Marquette Neighborhood Association,No,453,2627,37.6,4909,4.1,12.8,4.7,88.8,3.1,1.8,3.1,3.3,2517,865,15.4,4.5,2700,194,0,1915,7,129,296847,183,46,185,159,119,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",100,2495,N/A,7
99,Mayfair Park Neighborhood Association,No,355,252,53.8,593,7.8,22.3,9.4,64.9,8.1,4.1,3.9,19,245,135,24.9,7.3,346,6,0,1967,0,7,137059,102,36,138,118,110,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",63.4,1440,N/A,7.4
177,Summit Woods Neighborhood Association,No,108,423,53.2,721,6.8,14.2,12.7,85,5.8,2.9,2.2,4,378,175,16.6,4,421,6,0,1966,3,11,205785,119,3,18,8,16,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,G,89.3,442,N/A,6.1
150,Nakoma League,No,251,708,97.2,1778,6.9,25.6,14.3,93.8,0.8,1.4,1.6,2.5,687,537,36.8,3.7,713,0,0,1938,2,11,415214,176,1,30,3,30,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,G",99.3,998,N/A,6.8
169,Orchard Ridge Neighborhood Association,No,562,1082,75.9,2262,5,17.4,21.3,87.6,3.5,3,2.3,3.5,1036,641,21,3.8,1086,10,0,1964,7,13,200619,96,16,110,57,48,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",98.6,1164,N/A,7.4
87,North Lake Mendota Neighborhood Association,No,332,251,90.1,898,5.6,15.1,8.8,86.3,5.3,4.2,2.5,1.6,244,176,27.2,4.4,273,1,0,1992,2,1,242591,115,0,18,4,5,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,55.8,258,N/A,7
92,Lerdahl Park Neighborhood Association,No,197,454,65.4,925,7.5,16.6,16.4,80.4,8.2,2.5,4.5,4.5,419,263,20.5,7.4,473,7,0,1966,2,41,281459,130,11,32,35,10,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,81.1,258,N/A,6.8
131,Parkwood Hills Community Association,No,296,538,90,1274,3.7,23.5,18.3,87.5,2,5,2.1,3.4,521,390,28.9,1.9,468,0,0,1972,0,2,320159,109,14,51,78,65,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,C",95.7,783,N/A,6.3
160,Prairie Hills Neighborhood Association,No,333,1306,54.4,3350,8.2,30.1,6.3,57.2,21.9,6,4.5,10.4,1236,817,34.4,13.9,1318,121,0,1977,8,123,178162,97,41,109,199,27,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,C",100,514,N/A,7
165,Maple-Prairie Neighborhood Association,No,180,765,52.5,1732,6,21.7,3.5,79.6,5.1,6.1,3.1,6.1,743,418,26.9,5.2,836,5,0,1993,3,17,222609,100,5,32,16,16,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G",79,150,N/A,7.5
101,Ridgewood Neighborhood Association,No,412,1549,53.3,3992,9.3,27,3.8,57.5,15.5,12.1,4.9,9.9,1497,937,35,10.5,1735,124,0,1995,19,40,202437,106,15,61,54,47,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"G,C",68.8,463,N/A,7.7
113,Rolling Meadows Neighborhood Association,No,332,1004,80.9,2366,6.7,20.7,15,84.1,5.5,1.5,2.8,6.1,975,652,26.8,7.8,1041,31,0,1966,7,27,165225,106,13,59,26,35,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",98.8,616,N/A,6.4
