geo_key,name,bndry_chg,acres,hu_10,pc_own_10,tot_pop_10,pc_un5_10,pc_un18_10,pc_ov64_10,pc_wht_10,pc_afrm_10,pc_asn_10,pc_othm_10,pc_hisp_10,hh_10,fam_10,pc_fmwc_10,pc_fhwc_10,du_cty,asst_unts,du_cmps,yrblt_mdn,foreclsr,prd_viol,avg_huval,sqft_val,crm_pers,crm_prop,crm_scty,crash,pc_vterm,pc_appr,pc_krdy,pc_nhsg,pc_clgg,pc_hmbl,pc_frlu,medhhinc,fam_pov,pc_unem,gds_svcs,pc_trst,trst_trps,pc_ownvh,avg_stcnd
115,Tenney-Lapham Neighborhood Association,No,306.1,2232,29.5,4149,2.9,9.5,3.4,87.1,4.3,2,2.6,4.1,2113,541,9.8,2.5,2876,155,0,1925,0,112,329380,189,14,149,103,77,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,50709,60,5.3,"B,G,C",100,2680,89.7,7.5
118,Wexford Village Homeowners Association,No,407.6,1231,60.7,2506,4.8,19.7,15.6,84.3,1.6,8.1,2.7,3.3,1164,658,22.5,1.8,1155,181,0,1992,1,1,318482,125,0,40,15,11,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,C",75.7,352,N/A,6.6
108,Worthington Park Neighborhood Association,No,47.7,288,22.8,701,11.5,38.6,2.5,30.7,47,9.2,3.6,9.5,247,156,45.8,30.1,285,52,0,1960,0,13,140164,133,8,33,81,7,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,C",98.4,1183,N/A,5.1
135,Junction Ridge Neighborhood Association,No,458.8,976,38.6,1628,3.7,10.5,30.9,80.6,1.5,13.2,1.5,3.2,904,347,10.3,2.1,1359,0,0,2000,2,3,271310,123,3,60,28,51,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G",66,657,N/A,6.8
125,Blackhawk Homeowners Association,No,300.5,961,51.3,2168,6.6,29.3,5.3,83.4,1.5,10.5,2.6,2,879,551,37.4,5.1,1303,0,0,2001,0,3,559197,136,0,8,3,3,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,None,5.1,0,N/A,6.9
170,Stone Meadows Neighborhood Association,No,352.7,1175,89.1,3118,12.4,27.4,6.3,78.8,3.7,9.7,2.5,5.4,1134,795,42.9,4.4,1215,0,0,2000,4,18,236474,128,6,42,11,10,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",62.2,135,N/A,7.3
160,Prairie Hills Neighborhood Association,No,332.8,1306,54.4,3350,8.2,30.1,6.3,57.2,21.9,6,4.5,10.4,1236,817,34.4,13.9,1351,121,0,1977,3,98,189544,102,23,102,150,34,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,C",100,569,N/A,6.4
110,McClellan Park Neighborhood Association,No,554.2,1025,64.5,2230,9,22.3,21,81.7,6.8,3.9,3.7,4,921,518,27.5,5.2,1741,5,0,2007,2,3,247002,124,4,58,16,22,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",73.1,75,N/A,7.4
109,Sprecher East Neighborhood Association,Yes,717.6,980,68.5,2233,8.7,23.6,6.1,86.4,4.4,3,2.8,3.4,942,594,31.1,5.7,1323,2,0,2004,4,6,239376,121,2,14,16,12,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,72426,28,2.4,"B,C",57.1,75,98.9,7.5
349,Majestic Oaks Neighborhood Association,No,82.5,334,94.8,467,3.8,8.8,23.2,86.7,2,1.9,3.4,6,309,87,8.2,4.7,301,0,0,1935,0,1,N/A,N/A,1,20,42,5,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,C",99.4,226,N/A,4.1
149,Waunona Neighborhood Association,No,191.8,499,62.5,1027,6.4,20.8,14.5,71,11.4,5,2.6,10,466,266,22.9,7.6,354,13,0,1959,0,9,364790,173,2,26,18,4,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",68.9,417,N/A,7.5
182,Schenk-Atwood-Starkweather-Yahara Neighborhood Association,No,570.3,3117,51.4,5773,4.9,15.6,6.2,88,3.7,1.6,2.9,3.8,2996,1189,17.7,4.3,3285,23,0,1925,2,100,241485,179,25,203,277,113,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",99.5,3161,N/A,6.3
178,Leopold Neighborhood Association,No,121.7,553,29,1106,10.3,27.1,5.3,45,24.5,6.5,4.2,19.7,499,243,29.3,17.1,546,156,0,1981,2,40,N/A,N/A,9,33,67,16,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",100,446,N/A,7.4
162,Highland Manor Home Owners Association,No,78.3,157,92.2,344,5.8,20,16.5,61.5,2.4,1.2,3.7,31.2,151,80,21.5,4.3,363,1,0,1971,1,1,N/A,N/A,0,7,1,4,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,None,48.7,317,N/A,8
116,University Apartments Assembly,No,183.8,1174,0.7,2643,13.6,26.8,0.5,29.9,5.4,52.9,4.8,6.9,1120,676,39.8,7.7,52,1,1188,1963,0,0,N/A,N/A,0,1,0,0,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"G,C",92.9,1042,N/A,4
350,Marbella Condominium Association,No,20.1,349,24.4,463,4.8,10.1,23,78.8,2.9,14.6,1.3,2.4,292,94,11.1,3.8,318,0,0,1996,1,0,N/A,N/A,0,7,2,0,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B",100,516,N/A,7.1
143,Wexford Ridge Neighborhood,No,20.8,178,25.8,400,18.6,39.9,10.7,27.3,43.9,6.5,9,13.3,175,117,51.9,43.9,468,246,0,1976,0,0,N/A,N/A,3,28,43,7,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,100,155,N/A,7.7
88,High Crossing Neighborhood Association,No,724.6,615,31.1,1020,5.8,14.8,11.9,75.5,12.3,5.9,2,4.3,542,190,15.2,7.3,663,83,0,2003,2,4,N/A,N/A,8,48,32,16,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B",49.7,221,N/A,6.1
348,State-Langdon Neighborhood Association,No,151.6,3313,0.3,10144,0.2,0.3,0.2,78.9,2.4,11.8,2.6,4.3,3151,95,0.3,0.1,4104,2,2426,1967,0,34,N/A,N/A,80,409,621,98,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,10462,83,7.6,"H,P,B,G",100,7363,39,7.6
