geo_key,name,bndry_chg,acres,hu_10,pc_own_10,tot_pop_10,pc_un5_10,pc_un18_10,pc_ov64_10,pc_wht_10,pc_afrm_10,pc_asn_10,pc_othm_10,pc_hisp_10,hh_10,fam_10,pc_fmwc_10,pc_fhwc_10,du_cty,du_cmps,yrblt_mdn,foreclsr,prd_viol,avg_huval,sqft_val,crm_pers,crm_prop,crm_scty,crash,pc_vterm,pc_appr,pc_krdy,pc_nhsg,pc_clgg,pc_hmbl,pc_frlu,medhhinc,fam_pov,pc_unem,gds_svcs,pc_trst,trst_trps,pc_ownvh,avg_stcnd
148,Bay Creek Neighborhood Association,No,368.2,1316,44.9,2401,4.8,14.8,11.1,83.6,5,2.7,4.2,4.6,1266,494,15.7,3.2,1402,0,1949,1,22,264574,173.86,6,120,83,52,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,57569,18,2.1,"H,P,B,G,C",98.6,1391,89.4,5.9
98,Brentwood Village Association,No,103.8,611,37,1128,8.2,20.7,14.9,63.2,20.3,2.4,4.6,9.5,559,257,22.4,12.5,569,0,1962,0,31,204254,108.73,10,39,77,13,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B",73.7,258,N/A,6.9
134,Sauk Creek Neighborhood Association,No,175.9,443,67.7,1029,5.6,23.2,11.6,79.5,3.5,11.7,2,3.3,430,279,29.6,3.3,459,0,1992,0,2,385444,123.26,2,8,2,3,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G",96.2,352,N/A,7.7
145,Oakbridge Community Neighborhood Association,No,44,162,73.2,343,5.1,19.7,6.5,81.5,3.7,10.1,1.8,2.9,159,97,26.2,4.1,145,0,1984,0,0,245639,126.03,0,4,0,1,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B",100,140,N/A,5.1
135,Junction Ridge Neighborhood Association,No,458.8,976,38.6,1628,3.7,10.5,30.9,80.6,1.5,13.2,1.5,3.2,904,347,10.3,2.1,1438,0,2000,0,5,277575,125.06,4,42,29,33,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G",66,657,N/A,7.3
88,High Crossing Neighborhood Association,No,724.6,615,31.1,1020,5.8,14.8,11.9,75.5,12.3,5.9,2,4.3,542,190,15.2,7.3,691,0,2003,0,1,200088,116.79,9,38,39,14,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,B,48.8,221,N/A,6.7
110,McClellan Park Neighborhood Association,No,554.2,1025,64.5,2230,9,22.3,21,81.7,6.8,3.9,3.7,4,921,518,27.5,5.2,1849,0,2007,2,4,262246,130.75,4,37,21,11,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",78.1,75,N/A,7.5
103,Hawthorne Neighborhood Association,No,253.5,538,55.5,1090,5.6,20.5,8.4,66,10.6,3.8,4.8,14.8,505,252,21.7,8.7,529,0,1955,1,39,147758,124.21,7,38,92,27,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,C",65.6,1267,N/A,5.8
160,Prairie Hills Neighborhood Association,No,332.8,1306,54.4,3350,8.2,30.1,6.3,57.2,21.9,6,4.5,10.4,1236,817,34.4,13.9,1325,0,1977,3,94,203156,108.95,8,78,153,29,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,C",100,569,N/A,6.7
165,Maple-Prairie Neighborhood Association,No,179.6,765,52.5,1732,6,21.7,3.5,79.6,5.1,6.1,3.1,6.1,743,418,26.9,5.2,833,0,1993,0,8,263769,117.91,3,37,16,11,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",91.8,150,N/A,6.9
349,Majestic Oaks Neighborhood Association,No,82.5,334,94.8,467,3.8,8.8,23.2,86.7,2,1.9,3.4,6,309,87,8.2,4.7,303,0,1935,0,0,N/A,N/A,4,20,36,12,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,C",99.4,226,N/A,3.2
353,Twin Oaks Neighborhood Association,No,26.2,56,91,192,10,42.6,0.9,52.3,12.4,10,12,13.3,54,44,57.8,22.6,114,0,2005,1,1,204591,135.63,2,7,4,1,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,100,93,N/A,7
85,Sherman Village Neighborhood Association,No,311.8,1016,90.2,2283,6,19.8,19.3,82.2,5.5,3,2.9,6.3,979,613,21.3,3.7,1025,0,1966,3,37,167141,112.77,2,46,19,8,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,None,98.5,246,N/A,6.2
351,Rocky Bluff Neighborhood Association,No,88.8,585,26.4,1038,3.6,9.6,5.6,76.8,2.4,12.1,4.2,4.5,564,167,11.1,3.5,540,47,1955,0,1,259196,180.84,0,28,6,19,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",100,2552,N/A,5.9
99,Mayfair Park Neighborhood Association,No,355.4,252,53.8,593,7.8,22.3,9.4,64.9,8.1,4.1,3.9,19,245,135,24.9,7.3,290,0,1961,1,3,155059,112.24,12,140,161,69,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",65.2,1430,N/A,6.3
130,Wisconsin Co-op Housing Association,No,74,156,96.5,355,1.9,21.2,16.2,91.9,0.4,2.9,3.3,1.4,152,104,28.3,5,177,0,1950,0,0,263525,157.87,0,3,0,1,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"G,C",100,628,N/A,6
102,Sheridan Triangle Neighborhood Association,No,36.7,192,83.4,340,4.2,14.5,17.3,91.9,3.3,0.8,2.3,1.6,180,83,17,1.9,179,0,1947,2,5,166459,129.34,0,11,8,1,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",99.2,258,N/A,4.5
151,Bram's Addition Neighborhood Association,No,105.2,505,21.1,1282,8.4,30.9,8.5,24.4,34.7,12.2,3.8,24.9,481,233,31,13,496,0,1965,0,26,119781,97.04,13,61,147,31,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",98.4,1632,N/A,5.7
128,Walnut Grove Homeowners Association,No,152.3,398,87.5,981,5.5,21.3,15.4,80.7,3.4,9.4,1.8,4.6,390,298,28.6,5.1,351,0,1976,0,7,310273,118.51,0,5,6,6,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,67.8,482,N/A,5.5
354,Cardinal Glenn Neighborhood Association,Yes,489.6,90,88,178,9.2,22.8,1.7,77.2,3.7,10.5,3.1,5.5,72,55,35.9,6.9,486,0,2015,0,1,259900,160.23,0,1,12,1,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,0,0,N/A,8.1
352,Woodland Hills Neighborhood Association,No,94.5,363,71.1,682,4.8,14.8,11.9,81.8,2.1,7.4,2.6,6.1,351,172,19.2,5.6,370,0,1985,1,3,336080,136.48,0,7,5,2,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,93.4,352,N/A,6.4
132,East Buckeye Neighborhood Association,No,352.8,766,90.3,2043,5.8,23,5.8,85.2,4.7,2.9,2,5.1,747,600,32.9,4.8,788,0,1986,1,14,218370,120.24,0,18,15,3,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,97.9,241,N/A,5.7
500,Dunn's Marsh Neighborhood Association,No,218.2,1032,27.6,2356,11.6,34.6,4.1,32.1,33.7,5.1,4.9,24.2,891,525,39.6,21.4,1031,0,1964,2,54,148806,123.13,27,106,246,45,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",99.1,705,N/A,6.1
89,Whitetail Ridge,No,62.8,183,94.5,507,7.1,25.4,2.7,76.2,3.9,6.7,2.9,10.2,181,130,34.3,4.4,191,0,1995,0,9,198177,129.55,0,6,3,1,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,None,64.1,246,N/A,6.9
94,Berkley Oaks Neighborhood Association,No,128.1,655,31.3,1399,8.6,27.1,10.6,48.8,21.1,15.9,4.9,9.4,626,297,24.8,12.8,722,0,1964,3,28,144731,106.27,15,76,100,26,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,C",100,504,N/A,6.3
1,City of Madison,No,51455,108649,49.3,232848,5.8,17.5,9.6,75.7,7.1,7.3,3.1,6.9,102337,47764,20.8,5.3,122668,6815,1976,136,2554,266536,142.26,1038,8671,9298,10032,98.3,88.6,80.3,6.4,53,6.1,46.8,56464,4127,4.8,"H,P,B,G,C",63.9,13242,88.1,6.6
104,Burke Heights Neighborhood Association,No,237.5,289,35.4,607,7.5,22.6,13.1,67.3,10.6,2.4,8,11.7,268,127,26.1,11.3,343,0,1973,1,23,169537,103.79,3,162,68,25,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,C",85.1,463,N/A,6.5
153,Burr Oaks Neighborhood Association,No,247.1,768,19.9,1745,9.7,30.4,3.8,20.1,19.1,22.2,4.6,34,645,362,35.3,13.4,762,0,1962,1,27,143020,88.34,24,99,244,69,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",99.6,2086,N/A,5.5
156,Capitol View Neighborhood Association,No,122.2,153,47.5,388,11,29.5,5.9,40.5,14.5,26.7,2.4,15.8,149,77,28.8,5.6,150,0,1966,0,8,158642,123.84,0,10,9,1,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,C",91.8,312,N/A,5.3
91,Lake View Hill Neighborhood Association,No,245.8,514,71.9,1192,5.5,22,12.9,69.4,15.2,3.8,2.7,8.9,482,314,26.1,6.9,516,0,1961,2,16,177106,101.43,1,29,50,12,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",82.4,504,N/A,5.4
126,Capitol Neighborhoods,No,456,8003,10.8,13845,0.7,1.4,5.2,82,5.8,5.2,2.7,4.3,7299,742,1.4,0.4,10481,65,1974,1,211,298942,180.76,120,796,1135,266,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,35353,72,3.3,"P,B,G,C",99.1,5641,69.1,6.6
129,Sunset Village Neighborhood Association,No,265.8,931,79.2,1842,6.1,17.7,13,87.4,2,4.4,2.7,3.5,899,470,20.3,3.4,942,0,1948,0,7,292796,183.89,2,50,6,15,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G",98.9,3181,N/A,5.8
86,Westchester Gardens Neighborhood Association,No,522.3,522,61.2,1302,7.2,24.8,4.2,65.7,8.3,3.9,2.6,19.6,501,315,31,8.9,529,0,1985,0,17,194971,122.09,10,76,92,56,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",65.1,1022,N/A,7
358,Liberty Place Neighborhood Association,No,74,153,88.5,432,14.5,30.7,0.7,65.7,10.8,11.2,4.6,7.7,147,115,45,6.6,198,0,2005,1,1,241999,135.02,0,8,1,2,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,100,93,N/A,7
84,Cherokee Park Neighborhood Association,No,146.1,280,98.9,648,3.1,17.6,18,93.6,1.9,1.9,0.6,2,269,216,23,2.3,274,0,1977,1,4,318123,114.39,0,5,2,2,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,None,96.5,20,N/A,6.4
161,Arbor Hills Neighborhood Association,No,209.4,469,77.7,1101,4.8,20.2,18.3,75.8,12,2.7,4.1,5.3,447,315,24.7,6.1,463,0,1970,1,34,281460,104.88,2,23,23,6,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,C",100,471,N/A,6.1
