geo_key,name,bndry_chg,acres,hu_10,pc_own_10,tot_pop_10,pc_un5_10,pc_un18_10,pc_ov64_10,pc_wht_10,pc_afrm_10,pc_asn_10,pc_othm_10,pc_hisp_10,hh_10,fam_10,pc_fmwc_10,pc_fhwc_10,du_cty,asst_unts,du_cmps,yrblt_mdn,foreclsr,prd_viol,avg_huval,sqft_val,crm_pers,crm_prop,crm_scty,crash,pc_vterm,pc_appr,pc_krdy,pc_nhsg,pc_clgg,pc_hmbl,pc_frlu,medhhinc,fam_pov,pc_unem,gds_svcs,pc_trst,trst_trps,pc_ownvh,avg_stcnd
139,Glendale Neighborhood Association,No,536.5,988,74.5,2233,6.6,19.8,16.4,79.1,5.7,2.9,3.3,9.1,942,593,24.7,6.7,975,12,0,1958,1,41,177512,107,16,95,70,51,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G",83.3,601,N/A,5.4
141,Greenbush Neighborhood Association,No,178.9,1148,25.5,2878,2.3,5.6,3.1,88.8,1.3,3.2,2.9,3.9,1116,280,9,1.7,1340,3,0,1921,1,36,262964,171,45,116,115,61,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"H,P,B,G,C",99.3,2226,N/A,7.3
155,Greentree Neighborhood Association,No,299.2,721,79,1841,5.8,22.7,15,76.7,10.9,3.3,3.4,5.7,697,539,29.7,7.8,717,18,0,1967,0,34,225562,97,0,41,36,10,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,C",99.7,762,N/A,6.2
103,Hawthorne Neighborhood Association,No,253.5,538,55.5,1090,5.6,20.5,8.4,66,10.6,3.8,4.8,14.8,505,252,21.7,8.7,521,16,0,1955,5,41,128005,110,8,65,64,38,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,C",57.7,1143,N/A,6
138,"Hill Farms, University Neighborhood Association",No,486,1426,62,2942,4.7,19,20.5,76.4,1.9,15.4,2.7,3.5,1385,790,22.2,3.3,984,4,0,1960,0,24,307022,138,3,30,10,10,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",98.8,1904,N/A,7.2
107,Hiestand Neighborhood Association,No,406,1473,25.8,3560,8.9,25.2,10.7,58.9,15.2,3.7,4.6,17.7,1422,826,32.3,15.1,1449,225,0,1978,3,30,174804,108,13,75,103,35,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",89.2,699,N/A,6.2
112,Heritage Heights Community Association,No,412.3,850,94.6,2240,4.9,20.5,15.1,89.9,2.5,1.7,1.8,4,842,691,29,2.8,817,5,0,1975,4,18,200293,101,4,35,19,13,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G",94.4,236,N/A,6.3
355,Indian Springs Neighborhood Association,No,72.7,223,88.8,604,7.8,29.2,4.4,63.3,8.4,9.4,2.2,16.7,218,150,39.2,4.8,235,0,0,1991,0,8,178518,114,1,6,1,0,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,None,58.6,0,N/A,7.9
165,Maple-Prairie Neighborhood Association,No,179.6,765,52.5,1732,6,21.7,3.5,79.6,5.1,6.1,3.1,6.1,743,418,26.9,5.2,833,5,0,1993,2,7,239489,107,0,20,8,10,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",79.6,145,N/A,6.5
85,Sherman Village Neighborhood Association,No,311.8,1016,90.2,2283,6,19.8,19.3,82.2,5.5,3,2.9,6.3,979,613,21.3,3.7,962,7,0,1965,5,30,153662,104,1,34,29,9,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,98.5,246,N/A,6.6
123,Lake Edge Neighborhood Association,No,458.3,1106,82.9,2380,6.1,18,12.9,88.5,2.5,0.5,3.1,5.4,1064,603,21.7,4.3,1132,4,0,1952,1,54,163842,115,10,68,49,34,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",86.9,701,N/A,4.1
91,Lake View Hill Neighborhood Association,No,245.8,514,71.9,1192,5.5,22,12.9,69.4,15.2,3.8,2.7,8.9,482,314,26.1,6.9,515,13,0,1961,2,14,163527,93,8,28,57,22,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"G,C",82.4,504,N/A,5.7
169,Orchard Ridge Neighborhood Association,No,562.2,1082,75.9,2262,5,17.4,21.3,87.6,3.5,3,2.3,3.5,1036,641,21,3.8,1071,10,0,1964,6,23,218192,104,3,98,51,54,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",98.7,1279,N/A,6.7
92,Lerdahl Park Neighborhood Association,No,196.8,454,65.4,925,7.5,16.6,16.4,80.4,8.2,2.5,4.5,4.5,419,263,20.5,7.4,474,7,0,1966,4,30,288411,132,4,23,59,13,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,80.8,258,N/A,5.9
86,Westchester Gardens Neighborhood Association,No,522.3,522,61.2,1302,7.2,24.8,4.2,65.7,8.3,3.9,2.6,19.6,501,315,31,8.9,530,9,0,1985,4,8,168953,107,11,57,65,56,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G",65.2,1022,N/A,7.4
159,Meadowood Neighborhood Association,No,373.7,1250,70.5,2962,7.9,25.3,12.6,68.6,13.7,3.9,3.7,10.2,1187,804,29.7,8.7,1281,48,0,1964,3,87,171578,102,17,138,288,24,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,C",97.5,1051,N/A,6.7
130,Wisconsin Co-op Housing Association,No,74,156,96.5,355,1.9,21.2,16.2,91.9,0.4,2.9,3.3,1.4,152,104,28.3,5,177,1,0,1950,1,2,237526,144,0,4,0,1,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"G,C",100,628,N/A,6.1
114,Marquette Neighborhood Association,No,453.1,2627,37.6,4909,4.1,12.8,4.7,88.8,3.1,1.8,3.1,3.3,2517,865,15.4,4.5,2695,194,0,1916,3,96,334072,204,27,156,189,135,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",100,2400,N/A,6.2
150,Nakoma League,No,251.3,708,97.2,1778,6.9,25.6,14.3,93.8,0.8,1.4,1.6,2.5,687,537,36.8,3.7,713,0,0,1938,1,1,444642,187,1,25,4,19,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,G,C",99.3,983,N/A,6.2
87,North Lake Mendota Neighborhood Association,No,331.9,251,90.1,898,5.6,15.1,8.8,86.3,5.3,4.2,2.5,1.6,244,176,27.2,4.4,274,1,0,1992,1,8,248706,119,1,12,7,5,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,None,55.2,258,N/A,6
101,Ridgewood Neighborhood Association,No,409.9,1548,53.4,3989,9.3,27,3.8,57.5,15.5,12.1,4.9,9.9,1496,936,35,10.5,1706,124,0,1995,8,81,206148,107,8,66,50,31,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,69.5,463,N/A,7.7
97,Sherman Neighborhood Association,No,409.9,1391,57.9,2695,7.8,19.4,11.3,72.4,13,4.5,3.5,6.6,1321,610,20.4,9.4,1386,164,0,1954,4,100,147085,115,31,116,156,77,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",100,3038,N/A,6.2
113,Rolling Meadows Neighborhood Association,No,332.5,1004,80.9,2366,6.7,20.7,15,84.1,5.5,1.5,2.8,6.1,975,652,26.8,7.8,1041,31,0,1966,2,46,166651,107,10,55,49,22,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",99.1,471,N/A,6.3
134,Sauk Creek Neighborhood Association,No,175.9,443,67.7,1029,5.6,23.2,11.6,79.5,3.5,11.7,2,3.3,430,279,29.6,3.3,459,0,0,1990,0,2,362975,117,2,17,3,3,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,B,100,352,N/A,7.8
102,Sheridan Triangle Neighborhood Association,No,36.7,192,83.4,340,4.2,14.5,17.3,91.9,3.3,0.8,2.3,1.6,180,83,17,1.9,179,0,0,1947,1,6,144421,119,1,4,0,2,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",99.2,258,N/A,4.6
93,Nobel Park Neighborhood Association,No,63.9,167,82.3,353,6.3,20.7,9.4,72.2,7.4,1.4,5.1,13.9,158,87,22.2,4.4,167,6,0,1955,2,17,134554,111,3,10,32,9,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"G,C",100,484,N/A,7
128,Walnut Grove Homeowners Association,No,152.3,398,87.5,981,5.5,21.3,15.4,80.7,3.4,9.4,1.8,4.6,390,298,28.6,5.1,351,1,0,1977,1,6,283503,109,0,15,2,2,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,100,412,N/A,5.7
140,Vilas Neighborhood Association,No,195.4,724,48.3,1881,3.2,13.4,6.6,90.8,1,3.5,2,2.8,705,321,20.1,2,734,0,0,1921,0,21,477405,209,5,58,40,29,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"H,P,B,G,C",57,1321,N/A,6.9
117,Spring Harbor Neighborhood Association,No,372.6,1163,69.4,2224,6.4,17.4,12.2,78,5.2,5,3.4,8.4,1087,554,20.7,4.6,1248,80,0,1959,2,19,337401,174,5,41,31,20,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",91.2,999,N/A,4.7
164,Westhaven Trails Homeowners Assoc,No,158.4,835,45.7,1956,10,26.5,2.8,66.2,13.3,4.9,4.4,11.3,801,466,33.3,10.3,832,25,0,1990,1,18,199937,116,3,28,22,10,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,92.1,288,N/A,6.9
118,Wexford Village Homeowners Association,No,407.6,1231,60.7,2506,4.8,19.7,15.6,84.3,1.6,8.1,2.7,3.3,1164,658,22.5,1.8,1150,181,0,1992,4,2,299154,119,0,12,12,9,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,C",75.7,352,N/A,7.5
108,Worthington Park Neighborhood Association,No,47.7,288,22.8,701,11.5,38.6,2.5,30.7,47,9.2,3.6,9.5,247,156,45.8,30.1,247,52,0,1959,0,6,131860,127,10,32,71,11,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,C",98.4,1183,N/A,5
125,Blackhawk Homeowners Association,No,300.5,961,51.3,2168,6.6,29.3,5.3,83.4,1.5,10.5,2.6,2,879,551,37.4,5.1,1006,0,0,2000,0,2,583266,138,0,11,5,5,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,None,5.1,0,N/A,7.8
170,Stone Meadows Neighborhood Association,No,352.7,1175,89.1,3118,12.4,27.4,6.3,78.8,3.7,9.7,2.5,5.4,1134,795,42.9,4.4,1207,0,0,2000,5,64,228928,124,2,44,7,17,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",62.2,135,N/A,7.9
167,Country Grove Neighborhood Association,No,130.9,321,96.5,917,6,31.9,5.6,84.7,1.7,6.8,2.2,4.7,319,262,44.8,2.3,305,0,0,1996,0,0,322540,118,0,11,3,2,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,54.5,120,N/A,7.4
160,Prairie Hills Neighborhood Association,No,332.8,1306,54.4,3350,8.2,30.1,6.3,57.2,21.9,6,4.5,10.4,1236,817,34.4,13.9,1318,121,0,1977,0,117,183692,98,14,80,140,38,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,C",100,569,N/A,6.2
99,Mayfair Park Neighborhood Association,No,355.4,252,53.8,593,7.8,22.3,9.4,64.9,8.1,4.1,3.9,19,245,135,24.9,7.3,290,6,0,1961,1,12,150217,111,11,121,76,91,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",63.7,1430,N/A,6.7
89,Whitetail Ridge,No,62.8,183,94.5,507,7.1,25.4,2.7,76.2,3.9,6.7,2.9,10.2,181,130,34.3,4.4,191,0,0,1995,3,6,177514,117,0,7,4,1,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,None,64.1,246,N/A,7.6
166,Glacier Ridge Neighborhood Association,No,195.4,576,86.3,1385,11.1,27.9,2.7,83.3,2.8,8.1,1.6,4.3,550,363,39.7,3.1,579,0,0,2002,1,2,254516,123,1,7,3,3,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,7.2,0,N/A,7.9
353,Twin Oaks Neighborhood Association,No,26.2,56,91,191,10,42.6,0.9,52.3,12.4,10,12,13.3,54,44,57.8,22.6,114,4,0,2005,1,0,179623,122,0,6,5,2,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,100,60,N/A,7
351,Rocky Bluff Neighborhood Association,No,88.8,585,26.4,1038,3.6,9.6,5.6,76.8,2.4,12.1,4.2,4.5,564,167,11.1,3.5,532,6,30,1956,0,3,247233,164,0,18,10,31,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",100,2547,N/A,5.9
175,Greystone,No,36.3,112,91.4,283,10.8,32.1,5,80.8,0,10.3,3.8,5,105,77,47.7,8.8,128,0,0,2004,0,3,392338,141,0,0,0,1,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,None,0,0,N/A,7.7
110,McClellan Park Neighborhood Association,No,550.4,1020,64.5,2227,9,22.3,21.1,81.7,6.7,3.9,3.7,4,920,518,27.5,5.2,1293,5,0,2006,5,11,237307,118,2,40,17,16,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,C",72.9,75,N/A,7.8
143,Wexford Ridge Neighborhood,No,20.8,178,25.8,400,18.6,39.9,10.7,27.3,43.9,6.5,9,13.3,175,117,51.9,43.9,246,246,0,1976,0,0,N/A,N/A,10,33,67,2,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,100,155,N/A,7.2
145,Oakbridge Community Neighborhood Association,No,44,162,73.2,343,5.1,19.7,6.5,81.5,3.7,10.1,1.8,2.9,159,97,26.2,4.1,144,0,0,1984,0,1,224802,121,1,8,1,1,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B",100,140,N/A,5.1
84,Cherokee Park Neighborhood Association,Yes,146.1,280,98.9,648,3.1,17.6,18,93.6,1.9,1.9,0.6,2,269,216,23,2.3,274,0,0,1977,2,7,286657,103,0,3,2,3,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,96.5,20,N/A,6.8
149,Waunona Neighborhood Association,No,191.8,499,62.5,1027,6.4,20.8,14.5,71,11.4,5,2.6,10,466,266,22.9,7.6,342,13,0,1959,3,7,345520,166,0,14,11,6,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,C",68.9,417,N/A,7
182,Schenk-Atwood-Starkweather-Yahara Neighborhood Association,No,570.3,3118,51.4,5773,4.9,15.6,6.2,88,3.7,1.6,2.9,3.8,2996,1189,17.7,4.3,3170,23,0,1925,4,92,230954,175,28,185,211,113,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",99.5,3037,N/A,6.1
131,Parkwood Hills Community Association,No,295.9,538,90,1274,3.7,23.5,18.3,87.5,2,5,2.1,3.4,521,390,28.9,1.9,469,0,0,1972,0,0,350445,119,3,67,48,24,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,C",95.9,868,N/A,6.2
151,Bram's Addition Neighborhood Association,No,105.2,505,21.1,1282,8.4,30.9,8.5,24.4,34.7,12.2,3.8,24.9,481,233,31,13,474,157,0,1965,2,37,113830,93,13,82,148,37,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",100,1622,N/A,6.5
129,Sunset Village Neighborhood Association,No,265.8,931,79.2,1842,6.1,17.7,13,87.4,2,4.4,2.7,3.5,899,470,20.3,3.4,942,4,0,1948,0,17,258039,165,0,12,6,21,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",98.9,3176,N/A,5.8
177,Summit Woods Neighborhood Association,No,108.2,422,53.2,721,6.8,14.2,12.7,85.1,5.8,2.9,2.2,4,377,175,16.6,4,416,6,0,1966,0,5,214472,122,1,16,20,12,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,G,90.9,427,N/A,6.3
121,Elvehjem Neighborhood Association,No,700,1720,79.4,4165,6.3,21.9,15.2,81.8,6.1,2.5,3.6,6.1,1639,1171,27.3,5.6,1726,29,0,1968,4,60,181806,104,12,58,79,27,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,78142,15,4.9,"P,B,G,C",94.3,331,99.1,5.8
148,Bay Creek Neighborhood Association,No,368.2,1316,44.9,2401,4.8,14.8,11.1,83.6,5,2.7,4.2,4.6,1266,494,15.7,3.2,1392,173,0,1948,1,29,243522,162,7,124,64,47,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,55617,4,3.7,"H,P,B,G,C",98.6,1391,89.7,6
136,Regent Neighborhood Association,Yes,519.7,2924,40.8,6421,3.4,12.6,6.3,85.3,1.2,8.5,2.4,2.6,2863,1019,15.6,2,2965,1,0,1931,1,57,426453,208,18,121,83,70,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,59276,45,2.3,"H,P,B,G,C",99.7,4340,84.6,6.8
126,Capitol Neighborhoods,No,456,8003,10.8,13845,0.7,1.4,5.2,82,5.8,5.2,2.7,4.3,7299,742,1.4,0.4,8040,744,0,1969,4,181,272861,162,143,738,998,350,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,30953,197,4.7,"P,B,G,C",99.1,5633,64.5,6.3
176,Dudgeon-Monroe Neighborhood Association,No,309.3,1257,73.3,3180,4.7,18.5,9.2,90.8,1.6,2.6,2.2,2.7,1203,704,26.7,3.3,1403,3,253,1930,2,10,340339,203,3,66,14,52,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,90337,6,1.2,"P,B,G,C",95.2,1541,93.1,6.3
