geo_key,name,bndry_chg,acres,hu_10,pc_own_10,tot_pop_10,pc_un5_10,pc_un18_10,pc_ov64_10,pc_wht_10,pc_afrm_10,pc_asn_10,pc_othm_10,pc_hisp_10,hh_10,fam_10,pc_fmwc_10,pc_fhwc_10,du_cty,asst_unts,du_cmps,yrblt_mdn,foreclsr,prd_viol,avg_huval,sqft_val,crm_pers,crm_prop,crm_scty,crash,pc_vterm,pc_appr,pc_krdy,pc_nhsg,pc_clgg,pc_frlu,medhhinc,fam_pov,pc_unem,gds_svcs,pc_trst,trst_trps,pc_ownvh,avg_stcnd
170,Stone Meadows Neighborhood Association,No,352.8,1175,89.1,3118,12.4,27.4,6.3,78.8,3.7,9.7,2.5,5.4,1134,795,42.9,4.4,1207,0,0,2000,9,70,222594,120,2,54,12,23,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",62.2,135,N/A,6.9
104,Burke Heights Neighborhood Association,No,237.5,289,35.4,607,7.5,22.6,13.1,67.3,10.6,2.4,8.0,11.7,268,127,26.1,11.3,238,11,0,1973,1,8,143716,88,7,184,72,25,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,C",84.8,463,N/A,6.3
91,Lake View Hill Neighborhood Association,No,245.8,514,71.9,1192,5.5,22.0,12.9,69.4,15.2,3.8,2.7,8.9,482,314,26.1,6.9,515,13,0,1961,2,9,160493,92,17,54,71,17,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"G,C",82.4,504,N/A,6.1
160,Prairie Hills Neighborhood Association,No,332.8,1306,54.4,3350,8.2,30.1,6.3,57.2,21.9,6.0,4.5,10.4,1236,817,34.4,13.9,1320,121,0,1977,3,161,181987,98,27,106,217,28,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,C",100,569,N/A,6.9
108,Worthington Park Neighborhood Association,No,47.7,288,22.8,701,11.5,38.6,2.5,30.7,47.0,9.2,3.6,9.5,247,156,45.8,30.1,247,52,0,1959,3,4,125729,121,20,33,80,4,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,C",98.4,1183,N/A,5.8
102,Sheridan Triangle Neighborhood Association,No,36.7,192,83.4,340,4.2,14.5,17.3,91.9,3.3,0.8,2.3,1.6,180,83,17.0,1.9,179,0,0,1947,1,8,144802,119,0,4,5,2,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",99.2,258,N/A,5.4
133,Glen Oak Hills Neighborhood Association,No,137.7,447,78.8,844,5.8,14.9,16.7,87.7,2.7,1.9,2.8,4.8,430,226,18.1,3.0,447,4,0,1956,2,18,195412,132,0,13,10,10,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"G,C",100,1535,N/A,5.8
124,Stonefield Woods-Ridge Neighborhood Association,No,45.1,101,99.6,235,2.2,18.2,17.5,87.3,2.6,8.6,0.2,1.4,97,82,24.9,2.7,101,0,0,1990,0,1,382998,119,0,2,0,2,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,26.5,352,N/A,6.7
149,Waunona Neighborhood Association,No,191.8,499,62.5,1027,6.4,20.8,14.5,71.0,11.4,5.0,2.6,10.0,466,266,22.9,7.6,342,13,0,1959,0,10,335369,162,4,19,15,7,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,C",84.7,417,N/A,7.5
118,Wexford Village Homeowners Association,No,407.6,1231,60.7,2506,4.8,19.7,15.6,84.3,1.6,8.1,2.7,3.3,1164,658,22.5,1.8,1150,181,0,1992,0,48,283566,113,1,19,13,15,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,C",75.7,352,N/A,7.4
172,Oakwood Village Association,No,29.8,100,25.7,119,0.0,0.0,97.9,98.3,0.2,0.8,0.5,0.3,86,16,0.0,0.0,219,30,0,1975,0,0,N/A,N/A,0,4,1,1,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,C",100,396,N/A,7
350,Marbella Condominium Association,No,20.1,349,24.4,463,4.8,10.1,23.0,78.8,2.9,14.6,1.3,2.4,292,94,11.1,3.8,318,0,0,1995,0,0,N/A,N/A,0,10,1,1,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,B,100,516,N/A,7.4
143,Wexford Ridge Neighborhood,No,20.8,178,25.8,400,18.6,39.9,10.7,27.3,43.9,6.5,9.0,13.3,175,117,51.9,43.9,246,246,0,1976,0,0,N/A,N/A,12,27,67,5,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,100,155,N/A,7.2
178,Leopold Neighborhood Association,No,121.8,553,29.04,1105,10.27,27.13,5.33,44.98,24.54,6.52,4.23,19.73,499,243,29.30,17.10,541,156,0,1981,2,53,N/A,N/A,19,36,77,18,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",100,441,N/A,7.9
116,University Apartments Assembly,No,183.8,1174,0.7,2643,13.6,26.8,0.5,29.9,5.4,52.9,4.8,6.9,1120,676,39.8,7.7,51,1,1343,1963,1,0,N/A,N/A,2,3,5,0,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,92.9,1042,N/A,4
348,State-Langdon Neighborhood Association,No,151.4,3313,0.3,10144,0.2,0.3,0.2,78.9,2.4,11.8,2.6,4.3,3151,95,0.3,0.1,2792,2,1632,1966,0,45,N/A,N/A,104,490,576,116,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"H,P,B,G",100,7024,N/A,7.8
137,South Campus Property Owners Association,No,113.2,1528,0.0,4194,0.0,0.1,0.3,80.5,2.6,11.9,2.3,2.7,1448,28,0.1,0.1,1770,109,48,1992,0,8,N/A,N/A,16,127,98,42,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"H,P,B,G,C",100,6094,N/A,7.6
