geo_key,name,bndry_chg,acres,hu_10,pc_own_10,tot_pop_10,pc_un5_10,pc_un18_10,pc_ov64_10,pc_wht_10,pc_afrm_10,pc_asn_10,pc_othm_10,pc_hisp_10,hh_10,fam_10,pc_fmwc_10,pc_fhwc_10,du_cty,asst_unts,du_cmps,yrblt_mdn,prd_viol,avg_huval,sqft_val,avg_c_hval,sqft_c_val,avg_n_hval,sqft_n_val,crm_pers,crm_prop,crm_scty,crash,prmry_ems,prmry_fire,pc_vterm,pc_appr,pc_krdy,pc_nhsg,pc_clgg,pc_hmbl,pc_frlu,cc_prvdrs,cc_cpcty,cc_enrlmt,medhhinc,fam_pov,pc_unem,gds_svcs,pc_trst,trst_trps,pc_ownvh,avg_stcnd
92,Lerdahl Park Neighborhood Association,No,196.8,454,65.4,925,7.5,16.6,16.4,80.4,8.2,2.5,4.5,4.5,419,263,20.5,7.4,475,18,0,1966,17,345591,153.59,160158.8,125.84,371678.9,170.24,0,23,28,4,152,50,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,5,97,59,N/A,N/A,N/A,None,81.1,258,N/A,5.4
98,Brentwood Village Association,No,103.8,611,37,1128,8.2,20.7,14.9,63.2,20.3,2.4,4.6,9.5,559,257,22.4,12.5,568,12,0,1962,14,223884,118.93,N/A,N/A,223572.7,123.47,9,46,132,9,228,86,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,1,26,0,N/A,N/A,N/A,"P,B,G",73.7,258,N/A,7.4
84,Cherokee Park Neighborhood Association,No,146.1,280,98.9,648,3.1,17.6,18,93.6,1.9,1.9,0.6,2,269,216,23,2.3,275,0,0,1977,1,332727,119.55,N/A,N/A,325911.5,116.58,0,4,1,2,33,12,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,1,28,0,N/A,N/A,N/A,None,96.5,20,N/A,6.4
359,Madison West Neighborhood Association,No,2706.8,5747,49.4,11657,7.6,21,5.1,72.7,5.8,12.4,2.6,6.4,5352,2643,24.7,4.4,7213,116,0,2001,60,329697,135.99,185061.5,144.75,425700.1,142.9,24,292,223,174,752,380,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,21,1081,946,N/A,N/A,N/A,"P,B,G",39.3,954,N/A,7.8
165,Maple-Prairie Neighborhood Association,No,179.6,765,52.5,1732,6,21.7,3.5,79.6,5.1,6.1,3.1,6.1,743,418,26.9,5.2,833,2,0,1993,25,278068,124.27,198740,125.61,249085.7,135.79,5,21,13,16,54,27,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,13,232,171,N/A,N/A,N/A,"P,B,G",92.6,150,N/A,6.9
114,Marquette Neighborhood Association,No,453.1,2627,37.6,4909,4.1,12.8,4.7,88.8,3.1,1.8,3.1,3.3,2517,865,15.4,4.5,3270,230,0,1917,69,393410,235.42,276805.7,251.47,307328.8,224.15,34,178,208,291,639,393,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,13,565,473,N/A,N/A,N/A,"B,G",100,2395,N/A,6.8
99,Mayfair Park Neighborhood Association,No,355.4,252,53.8,593,7.8,22.3,9.4,64.9,8.1,4.1,3.9,19,245,135,24.9,7.3,318,60,0,1961,10,167093,121.57,71314.3,64.15,160645.2,123.03,9,149,113,123,251,156,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,3,215,98,N/A,N/A,N/A,"P,B,G",65.2,1430,N/A,6.3
351,Rocky Bluff Neighborhood Association,No,88.8,585,26.4,1038,3.6,9.6,5.6,76.8,2.4,12.1,4.2,4.5,564,167,11.1,3.5,566,4,47,1955,5,280464,190.53,129788,163.77,253837.3,197.45,2,13,6,25,35,29,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,2,82,150,N/A,N/A,N/A,"B,G",100,2552,N/A,5.9
113,Rolling Meadows Neighborhood Association,No,332.5,1004,80.9,2366,6.7,20.7,15,84.1,5.5,1.5,2.8,6.1,975,652,26.8,7.8,1042,25,0,1966,27,201081,127.8,106363.8,101.18,196250.7,126.73,11,45,47,64,374,119,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,10,374,172,N/A,N/A,N/A,"P,B,G",99.1,416,N/A,5.9
134,Sauk Creek Neighborhood Association,No,175.9,443,67.7,1029,5.6,23.2,11.6,79.5,3.5,11.7,2,3.3,430,279,29.6,3.3,459,0,0,1992,0,396181,126.47,170450,172.17,297400,126.11,1,13,6,13,26,18,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,1,51,0,N/A,N/A,N/A,"P,B,G",96.2,352,N/A,8
109,Sprecher East Neighborhood Association,No,717.6,980,68.5,2233,8.7,23.6,6.1,86.4,4.4,3,2.8,3.4,942,594,31.1,5.7,1355,0,0,2003,6,267301,135.61,192862.6,129.67,245776.5,133.17,1,32,10,21,95,58,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,2,44,0,80242,48,3.3,B,57.6,75,100,7.6
117,Spring Harbor Neighborhood Association,No,372.6,1163,69.4,2224,6.4,17.4,12.2,78,5.2,5,3.4,8.4,1087,554,20.7,4.6,1255,37,0,1959,22,383507,192.75,98749.7,111.68,378044.5,225.63,2,25,36,28,171,93,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,8,215,116,N/A,N/A,N/A,G,91.2,1184,N/A,4.7
170,Stone Meadows Neighborhood Association,No,352.7,1175,89.1,3118,12.4,27.4,6.3,78.8,3.7,9.7,2.5,5.4,1134,795,42.9,4.4,1207,0,0,2000,4,263741,140.69,184810.9,122.79,254255.6,142.06,1,35,9,24,127,47,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,13,303,188,N/A,N/A,N/A,"P,B,G",62.2,135,N/A,7.3
177,Summit Woods Neighborhood Association,No,108.2,422,53.2,721,6.8,14.2,12.7,85.1,5.8,2.9,2.2,4,377,175,16.6,4,416,0,0,1966,5,251072,141.52,106879.2,88.31,227953.8,130.5,1,13,4,16,56,23,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,2,83,8,N/A,N/A,N/A,G,92.1,382,N/A,6.1
145,Oakbridge Community Neighborhood Association,No,44,162,73.2,343,5.1,19.7,6.5,81.5,3.7,10.1,1.8,2.9,159,97,26.2,4.1,145,0,0,1984,1,258127,132.23,N/A,N/A,245428.6,147.17,0,8,0,0,11,10,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,0,0,0,N/A,N/A,N/A,"P,B",100,140,N/A,5.1
124,Stonefield Woods-Ridge Neighborhood Association,No,45.1,101,99.6,235,2.2,18.2,17.5,87.3,2.6,8.6,0.2,1.4,97,82,24.9,2.7,101,0,0,1990,0,443855,135.78,N/A,N/A,435266.7,136.28,0,4,0,1,12,4,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,1,87,36,N/A,N/A,N/A,None,26.5,352,N/A,6.8
148,Bay Creek Neighborhood Association,No,368.2,1316,44.9,2401,4.8,14.8,11.1,83.6,5,2.7,4.2,4.6,1266,494,15.7,3.2,1459,226,0,1951,28,291130,190.16,N/A,N/A,245682.4,192.84,10,97,73,76,307,132,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,6,288,63,50458,29,2,"P,B,G",98.6,1391,86.4,6.2
171,Allied Dunn's Marsh Neighborhood Association,No,218.2,1032,27.6,2356,11.6,34.6,4.1,32.1,33.7,5.1,4.9,24.2,891,525,39.6,21.4,1033,208,0,1964,53,164053,136.24,54975,69.82,162871.4,129.81,27,75,164,46,277,130,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,12,481,217,N/A,N/A,N/A,"B,G",99.1,705,N/A,6.3
161,Arbor Hills Neighborhood Association,No,209.4,469,77.7,1101,4.8,20.2,18.3,75.8,12,2.7,4.1,5.3,447,315,24.7,6.1,463,0,0,1970,34,303055,113,140443.8,115.56,286060,109.65,3,31,15,9,84,42,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,7,187,48,N/A,N/A,N/A,B,100,471,N/A,6.2
94,Berkley Oaks Neighborhood Association,No,128.1,655,31.3,1399,8.6,27.1,10.6,48.8,21.1,15.9,4.9,9.4,626,297,24.8,12.8,722,243,0,1964,18,162049,118.54,68121.4,75.98,151957.9,120.17,11,87,115,65,378,108,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,4,178,149,N/A,N/A,N/A,"P,B,G",100,504,N/A,6.5
363,Cherokee Garden Condominium Association,No,62.9,558,97.1,783,0.6,1.9,49.3,95.7,1.2,0.8,1.4,0.8,508,210,2.2,1.1,628,0,0,1985,0,N/A,N/A,182675,114.43,N/A,N/A,0,2,1,4,156,47,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,1,28,0,N/A,N/A,N/A,None,100,20,N/A,8
156,Capitol View Neighborhood Association,No,122.2,153,47.5,388,11,29.5,5.9,40.5,14.5,26.7,2.4,15.8,149,77,28.8,5.6,150,0,0,1966,14,174694,135.38,N/A,N/A,175877.8,160.81,2,4,7,4,39,16,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,7,417,7,N/A,N/A,N/A,"P,B",91.8,312,N/A,5
153,Burr Oaks Neighborhood Association,No,247.1,768,19.9,1745,9.7,30.4,3.8,20.1,19.1,22.2,4.6,34,645,362,35.3,13.4,869,122,0,1962,29,146767,89.79,57676.8,76.09,137809.1,95.76,21,83,110,106,293,150,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,11,443,123,N/A,N/A,N/A,"P,B,G",99.6,2086,N/A,5.7
126,Capitol Neighborhoods,No,456,8003,10.8,13845,0.7,1.4,5.2,82,5.8,5.2,2.7,4.3,7299,742,1.4,0.4,10617,467,65,1979,176,301381,181.97,406651.6,292.86,278650.9,163.96,132,729,1031,455,2057,1482,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,4,222,218,40727,61,3.5,"P,B,G",99.1,5636,70.5,7
354,Cardinal Glenn Neighborhood Association,No,489.6,90,86.9,178,9.2,22.5,2.5,79.2,3.4,9.6,2.8,5,72,55,34.6,6.2,495,0,0,2015,1,300250,170.89,215462.5,144.65,289139.6,149.31,2,17,19,50,17,12,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,4,321,56,N/A,N/A,N/A,None,0,0,N/A,8.1
100,Carpenter-Ridgeway Neighborhood Association,No,646.4,510,42,1016,6.4,16.6,7,66.4,12.1,3.6,3.6,14.2,481,213,18.9,7.1,575,76,0,1986,14,176542,119.28,152020.5,108.04,167782.4,117.66,15,84,110,127,272,121,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,6,350,108,N/A,N/A,N/A,"P,B,G",76.2,1702,N/A,6.1
106,Emerson East Neighborhood Association,No,326.2,1058,54.8,2042,7.3,16.7,5.7,83.9,6.2,1,3.2,5.6,1013,419,19.5,5.6,1068,44,0,1926,32,212767,168.92,N/A,N/A,192033.3,163.15,16,100,93,123,253,184,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,8,154,133,N/A,N/A,N/A,"B,G",98.4,2561,N/A,7.6
132,East Buckeye Neighborhood Association,No,352.8,766,90.3,2043,5.8,23,5.8,85.2,4.7,2.9,2,5.1,747,600,32.9,4.8,788,2,0,1986,9,227717,125.17,285343.8,175.98,216706.3,127.76,0,20,11,10,232,44,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,8,214,175,N/A,N/A,N/A,None,97.9,241,N/A,5.7
111,Eastmorland Community Association,No,718.7,1623,81.2,3166,6,16.3,14.1,89.6,2.6,1,2.4,4.4,1561,810,19.4,5,1971,156,0,1954,38,187665,155.29,309056.3,213.34,176028.7,154.19,23,265,122,59,268,135,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,10,579,254,61317,44,3.9,"P,B,G",88.6,3089,96.9,6.8
105,Eken Park Neighborhood Association,No,226.5,1366,50.4,2505,6.2,15,6.8,78.3,8.9,2,4,6.7,1282,518,16.3,5.5,1372,12,0,1948,38,171451,153.63,158788.9,101.45,163149.2,151.43,12,90,139,109,313,192,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,3,92,4,N/A,N/A,N/A,"P,B,G",97.5,2495,N/A,7
364,Elderberry Neighborhood Association,N/A,757.7,292,63.6,575,10.6,29.7,18.1,85.5,1.8,9.6,1.6,1.5,241,150,36,3.7,656,0,0,2012,6,473800,159.69,288019,161.53,423342.1,160.18,2,11,4,46,249,65,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,2,260,0,N/A,N/A,N/A,None,0.2,0,N/A,8.1
121,Elvehjem Neighborhood Association,No,700,1720,79.4,4165,6.3,21.9,15.2,81.8,6.1,2.5,3.6,6.1,1639,1171,27.3,5.6,1727,1,0,1969,46,212151,119.97,131433.3,119.34,197905.6,121.94,11,80,90,75,518,160,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,16,580,203,80685,0,7.5,"P,B,G",96.9,331,98.9,6.2
142,Faircrest Neighborhood Association,No,206.2,558,56.9,1191,3.5,19.5,15.7,80.2,2.5,10.6,2.9,3.8,543,317,25.2,3.7,558,0,0,1965,3,351509,135.33,167468.8,101.65,347050,138.93,2,12,12,11,364,98,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,5,282,155,N/A,N/A,N/A,"P,B,G",96.2,578,N/A,7.3
166,Glacier Ridge Neighborhood Association,No,195.4,576,86.3,1385,11.1,27.9,2.7,83.3,2.8,8.1,1.6,4.3,550,363,39.7,3.1,579,0,0,2002,3,286032,137.88,187761.3,129.95,284067.6,128.66,1,14,2,5,44,19,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,3,203,133,N/A,N/A,N/A,None,6.2,0,N/A,7.9
112,Heritage Heights Community Association,No,412.3,850,94.6,2240,4.9,20.5,15.1,89.9,2.5,1.7,1.8,4,842,691,29,2.8,817,0,0,1975,13,228770,115.03,N/A,N/A,232189.7,111.24,5,24,23,22,127,47,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,11,143,76,N/A,N/A,N/A,"P,B,G",94.1,236,N/A,6.3
139,Glendale Neighborhood Association,No,536.5,988,74.5,2233,6.6,19.8,16.4,79.1,5.7,2.9,3.3,9.1,942,593,24.7,6.7,985,9,0,1958,30,202206,122.42,109793,91.85,211421.1,119.04,12,73,83,40,173,79,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,4,84,0,N/A,N/A,N/A,"P,B,G",83.3,665,N/A,6.4
141,Greenbush Neighborhood Association,No,178.9,1148,25.5,2878,2.3,5.6,3.1,88.8,1.3,3.2,2.9,3.9,1116,280,9,1.7,1629,58,0,1924,37,299843,191.18,230430,211.92,257828.4,183.92,36,100,130,107,265,249,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,7,222,181,N/A,N/A,N/A,"P,B",99.3,2236,N/A,7
155,Greentree Neighborhood Association,No,299.2,721,79,1841,5.8,22.7,15,76.7,10.9,3.3,3.4,5.7,697,539,29.7,7.8,717,0,0,1967,26,260240,110.97,143833.3,115.89,242608.3,111.69,7,38,27,18,182,122,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,13,491,326,N/A,N/A,N/A,"B,G",99.8,651,N/A,7.2
175,Greystone,No,36.3,112,91.4,283,10.8,32.1,5,80.8,0,10.3,3.8,5,105,77,47.7,8.8,129,0,0,2004,1,350200,134.15,247051.7,156.56,428009.1,148.11,0,5,0,1,3,4,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,0,0,0,N/A,N/A,N/A,None,0,0,N/A,7.6
103,Hawthorne Neighborhood Association,No,253.5,538,55.5,1090,5.6,20.5,8.4,66,10.6,3.8,4.8,14.8,505,252,21.7,8.7,529,4,0,1955,41,158585,133.09,101250,108.17,148494.6,130.94,10,55,48,60,194,104,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,4,143,77,N/A,N/A,N/A,"P,B",65.6,1267,N/A,5.8
